ID,Japanese_Text,English_Text,Japanese_Female_Sound,Japanese_Male_Sound
word_ja_見つかる,見つかる,to be found; to be discovered,,
word_ja_髪,髪,hair (on the head),,
word_ja_生む,生む,to give birth; to bear (child); to lay (eggs),,
word_ja_行う,行う,to perform; to do; to conduct oneself,,
word_ja_深い,深い,deep; profound; dense,,
word_ja_答える,答える,to answer; to reply,,
word_ja_腕,腕,arm; skill; efforts,,
word_ja_許す,許す,to permit; to allow; to approve,,
word_ja_存在,存在,existence; being,,
word_ja_触れる,触れる,to touch; to feel; to touch (with),,
word_ja_殺す,殺す,to kill; to slay; to murder,,
word_ja_背中,背中,back (of body),,
word_ja_小さな,小さな,small; little; tiny,,
word_ja_様子,様子,state; state of affairs; situation,,
word_ja_者,者,person,,
word_ja_身,身,body; oneself; one's place,,
word_ja_一体,一体,(what) the heck; (why) in the world; (who) on earth,,
word_ja_黙る,黙る,to be silent; to say nothing,,
word_ja_原因,原因,cause; origin; source,,
word_ja_隠す,隠す,to hide; to conceal,,
word_ja_用,用,business; task; errand,,
word_ja_約束,約束,promise; agreement; arrangement,,
word_ja_急ぐ,急ぐ,to hurry; to rush; to hasten,,
word_ja_ようやく,ようやく,finally; at last; barely,,
word_ja_現れる,現れる,to appear; to come in sight; to become visible,,
word_ja_大切,大切,important; necessary; indispensable,,
word_ja_戦う,戦う,to make war (on); to wage war (against); to go to war (with),,
word_ja_命,命,life; life force; lifetime,,
word_ja_姿,姿,figure; form; shape,,
word_ja_近づく,近づく,to approach; to draw near; to get close,,
word_ja_驚く,驚く,to be surprised; to be astonished,,
word_ja_感情,感情,emotion; feeling; feelings,,
word_ja_敵,敵,opponent; rival; adversary,,
word_ja_さて,さて,well; now; then,,
word_ja_美しい,美しい,beautiful; pretty; lovely,,
word_ja_胸,胸,chest; breast; breasts,,
word_ja_事実,事実,fact; truth; reality,,
word_ja_表情,表情,facial expression; countenance; look,,
word_ja_まるで,まるで,quite; entirely; completely,,
word_ja_おる,おる,to be (animate); to be; to exist,,
word_ja_笑顔,笑顔,smiling face; smile,,
word_ja_でも,でも,but; however; though,,
word_ja_失う,失う,"to lose; to miss (a change, opportunity); to lose (a loved one)",,
word_ja_眠る,眠る,to sleep; to die; to rest (in peace),,
word_ja_あと,あと,behind; rear; after,,
word_ja_あんた,あんた,you,,
word_ja_いつも,いつも,always; all the time; at all times,,
word_ja_お,お,honorific/polite/humble prefix,,
word_ja_お願い,お願い,request; favour (to ask); wish,,
word_ja_ぐらい,ぐらい,approximately; about; around,,
word_ja_げ,げ,seeming; giving the appearance of; giving one the feeling of,,
word_ja_こういう,こういう,such; this sort of; like this,,
word_ja_ことがある,ことがある,(for something) to have occurred; to have done (something); (for something) to happen on occasion,,
word_ja_ことができる,ことができる,to be able (to); to be possible (to),,
word_ja_ことにする,ことにする,to decide to; to pretend that; to make a practice of doing,,
word_ja_ことになる,ことになる,to have been decided (so) that; to have been arranged (so) that; to be the result (of),,
word_ja_ことはない,ことはない,there is no need to ...; never happens; there is never a time when,,
word_ja_これから,これから,from now on; after this; in the future,,
word_ja_こんなに,こんなに,so; like this; in this way,,
word_ja_さすがに,さすがに,as one would expect; naturally; indeed,,
word_ja_しかない,しかない,have no choice; there is nothing but; no more than,,
word_ja_じゃあ,じゃあ,then; well; so,,
word_ja_すぐに,すぐに,immediately; right away; at once,,
word_ja_そういう,そういう,such; like that; that sort of,,
word_ja_そうです,そうです,that is so; that is right; it looks to me,,
word_ja_そのまま,そのまま,without change; as is; just like,,
word_ja_その後,その後,after that; afterwards; thereafter,,
word_ja_そんなに,そんなに,so much; so; like that,,
word_ja_たち,たち,pluralizing suffix (esp. for people and animals; formerly honorific),,
word_ja_ちゃん,ちゃん,father,,
word_ja_でない,でない,is not; am not; are not,,
word_ja_ではある,ではある,to be (in contrast to something that is not the case),,
word_ja_でもない,でもない,it is not (like that) either,,
word_ja_というのは,というのは,because ...; for ...; the reason being ...,,
word_ja_どういう,どういう,somehow; how; in what way,,
word_ja_どうした,どうした,somehow; how; in what way,,
word_ja_どうして,どうして,how; in what way; by what means,,
word_ja_どうやら,どうやら,possibly; apparently; (seem) likely,,
word_ja_どこか,どこか,somewhere; anywhere; in some respects,,
word_ja_となる,となる,to become; to amount to,,
word_ja_なあ,なあ,hey; say; look,,
word_ja_なので,なので,because; as; since,,
word_ja_なんだ,なんだ,what!; oh; what the heck,,
word_ja_なんで,なんで,why?; what for?; how?,,
word_ja_による,による,by means of; due to; because of,,
word_ja_へと,へと,to; towards; for,,
word_ja_やすい,やすい,easy; likely to ...; have a tendency to ...,,
word_ja_やっぱり,やっぱり,as expected; sure enough; just as one thought,,
word_ja_やめる,やめる,to stop (an activity); to cease; to discontinue,,
word_ja_よう,よう,appearing ...; looking ...; way to ...,,
word_ja_ようにする,ようにする,(following a verb) to be sure to; to do (something) so that ...; to make sure to,,
word_ja_ようになる,ようになる,to reach the point that; to come to be that; to turn into,,
word_ja_一つ,一つ,one; for one thing; only,,
word_ja_一度,一度,once; one time; on one occasion,,
word_ja_一緒に,一緒に,together (with); at the same time; in a lump,,
word_ja_今まで,今まで,until now; so far; up to the present,,
word_ja_何か,何か,something; some; any,,
word_ja_何度,何度,"how many times; how many degrees (temperature, angle, etc.)",,
word_ja_信じる,信じる,to believe; to believe in; to place trust in,,
word_ja_先に,先に,previously; before; earlier,,
word_ja_再び,再び,again; once more; a second time,,
word_ja_別に,別に,(not) particularly; (not) especially; (not) specially,,
word_ja_可能性,可能性,potentiality; likelihood; possibility,,
word_ja_大,大,large; big; great,,
word_ja_実は,実は,as a matter of fact; by the way; to tell you the truth,,
word_ja_彼ら,彼ら,they; them,,
word_ja_歳,歳,-years-old,,
word_ja_気がする,気がする,to feel (as if); to have a feeling (that); to have a hunch (that),,
word_ja_気になる,気になる,to weigh on one's mind; to bother one; to worry about,,
word_ja_的,的,-ical; -ive; -al,,
word_ja_目の前,目の前,before one's eyes; in front of one; under one's nose,,
word_ja_確かに,確かに,surely; certainly,,
word_ja_私たち,私たち,we; us,,
word_ja_誰か,誰か,someone; somebody,,
