ID,Japanese_Text,English_Text,Japanese_Female_Sound,Japanese_Male_Sound
word_ja_東,東,east,,
word_ja_ぼんやり,ぼんやり,dimly; faintly; indistinctly,,
word_ja_どうにか,どうにか,in some way or other; one way or another; somehow,,
word_ja_となると,となると,when it comes to ...; where ... is concerned; if it's the case that ...,,
word_ja_精神,精神,mind; spirit; soul,,
word_ja_飛ばす,飛ばす,to let fly; to make fly; to send flying,,
word_ja_文句,文句,complaint; grumbling; objection,,
word_ja_踏む,踏む,to step on; to tread on; to trample on,,
word_ja_時点,時点,point in time; occasion,,
word_ja_発生,発生,outbreak; spring forth; occurrence,,
word_ja_あとで,あとで,afterwards,,
word_ja_つかむ,つかむ,to seize; to catch; to grasp,,
word_ja_沈む,沈む,to sink; to go under; to submerge,,
word_ja_傷つける,傷つける,"to wound; to injure; to hurt someone's feelings (pride, etc.)",,
word_ja_掃除,掃除,cleaning; sweeping; dusting,,
word_ja_二人とも,二人とも,both (people),,
word_ja_道具,道具,tool; implement; instrument,,
word_ja_現場,現場,actual spot; scene; scene of the crime,,
word_ja_春,春,spring; springtime; New Year,,
word_ja_歴史,歴史,history,,
word_ja_依頼,依頼,request; commission; entrusting (with a matter),,
word_ja_足音,足音,sound of footsteps; sense or sign that something is approaching,,
word_ja_術,術,art; technique; means,,
word_ja_全,全,all; whole; entire,,
word_ja_たまる,たまる,to bear; to endure,,
word_ja_手にする,手にする,to hold (in one's hand); to take (into one's hand); to own,,
word_ja_一枚,一枚,one thin flat object; one sheet,,
word_ja_チャンス,チャンス,chance; opportunity,,
word_ja_第二,第二,second,,
word_ja_ついでに,ついでに,incidentally; taking the opportunity; while (you) are at it,,
word_ja_思い出,思い出,memories; recollections; reminiscence,,
word_ja_歌,歌,song; classical Japanese poetry (esp. tanka); modern poetry,,
word_ja_覆う,覆う,to cover; to hide; to conceal,,
word_ja_庭,庭,garden; yard; courtyard,,
word_ja_ただいま,ただいま,here I am; I'm home!; presently,,
word_ja_応える,応える,"to respond; to answer; to meet (e.g. demands, expectations)",,
word_ja_恐れる,恐れる,to fear; to be afraid of,,
word_ja_毒,毒,poison; toxicant; harm,,
word_ja_騒ぐ,騒ぐ,to make noise; to make racket; to be noisy,,
word_ja_背負う,背負う,to carry on one's back; to be burdened with; to take responsibility for,,
word_ja_あまりに,あまりに,too much; excessively; too,,
word_ja_大学,大学,university; college; former central university of Kyoto (established under the ritsuryo system for the training of government administrators),,
word_ja_底,底,bottom; sole,,
word_ja_ぶつかる,ぶつかる,to strike against; to collide with; to bump into,,
word_ja_素敵,素敵,lovely; wonderful; nice,,
word_ja_少々,少々,just a minute; small quantity,,
word_ja_微妙,微妙,subtle; delicate; fine,,
word_ja_担当,担当,"being in charge (of an area of responsibility); being responsible (for a work role, etc.)",,
word_ja_お店,お店,store; shop,,
word_ja_怪我,怪我,injury (to animate object); hurt,,
word_ja_同じく,同じく,similarly; same (idea); same (name),,
word_ja_例えば,例えば,for example; for instance; e.g.,,
word_ja_ほうがいい,ほうがいい,had better ...; had better not ...,,
word_ja_三十,三十,thirty; 30,,
word_ja_直後,直後,immediately following,,
word_ja_調査,調査,investigation; examination; inquiry,,
word_ja_今年,今年,this year,,
word_ja_応援,応援,aid; assistance; help,,
word_ja_使用,使用,use; application; employment,,
word_ja_早速,早速,at once; immediately; without delay,,
word_ja_玄関,玄関,entrance; front door; entryway,,
word_ja_満ちる,満ちる,to be full; to wax (e.g. moon); to rise (e.g. tide),,
word_ja_予感,予感,presentiment; premonition; hunch,,
word_ja_心の中,心の中,inside one's heart; in one's mind,,
word_ja_片手,片手,one hand,,
word_ja_逃げ出す,逃げ出す,to run away; to flee; to make off,,
word_ja_速度,速度,speed; velocity; pace,,
word_ja_飛び込む,飛び込む,to jump in; to leap in; to plunge into,,
word_ja_探る,探る,to feel around for; to fumble for; to grope for,,
word_ja_刺激,刺激,stimulus; impetus; incentive,,
word_ja_物語,物語,tale; story; legend,,
word_ja_男子,男子,youth; young man,,
word_ja_もしも,もしも,if; in case; supposing,,
word_ja_硬い,硬い,hard; solid; tough,,
word_ja_かあ,かあ,cawing (of a crow),,
word_ja_印象,印象,impression,,
word_ja_感,感,feeling; sensation; emotion,,
word_ja_願い,願い,desire; wish; hope,,
word_ja_いくつか,いくつか,(a) few; some; several,,
word_ja_夫,夫,husband,,
word_ja_意志,意志,will; volition; intention,,
word_ja_あくまで,あくまで,to the end; to the bitter end; to the last,,
word_ja_魚,魚,fish,,
word_ja_もともと,もともと,originally; by nature; from the start,,
word_ja_勝利,勝利,victory; triumph; conquest,,
word_ja_意思,意思,intention; wish; purpose,,
word_ja_察する,察する,to guess; to sense; to presume,,
word_ja_太陽,太陽,sun,,
word_ja_ますます,ますます,increasingly; more and more; decreasingly (when declining),,
word_ja_歌う,歌う,"to sing; to sing (one's praises in a poem, etc.); to compose a poem",,
word_ja_大体,大体,outline; main points; gist,,
word_ja_才能,才能,talent; ability,,
word_ja_はずがない,はずがない,it cannot be that...; it is highly unlikely that...; it is impossible that...,,
word_ja_果たす,果たす,to accomplish; to achieve; to carry out,,
word_ja_選択,選択,selection; choice; option,,
word_ja_並べる,並べる,to line up; to set up; to arrange in a line,,
word_ja_名乗る,名乗る,to give one's name (as); to introduce oneself (as); to claim to be,,
word_ja_東京,東京,Tokyo,,
word_ja_味わう,味わう,to taste; to savor; to savour,,
word_ja_燃える,燃える,to burn; to get fired up,,
word_ja_真似,真似,imitating; copying; mimicry,,
word_ja_左手,左手,left hand; left-hand side; left-hand direction,,
word_ja_懐かしい,懐かしい,dear (old); fondly-remembered; beloved,,
word_ja_パン,パン,bread; pastries (e.g. croissants); pastry-based products,,
word_ja_入り口,入り口,entrance; entry; gate,,
word_ja_部下,部下,subordinate person,,
word_ja_間に,間に,while; during (the time when),,
word_ja_鬼,鬼,ogre; demon; oni,,
word_ja_幼い,幼い,very young; little; childish,,
word_ja_間違える,間違える,to make a mistake (in); to commit an error (e.g. in calculation); to confuse,,
word_ja_組,組,set (of items); group (of people); class (of students),,
word_ja_ほんの,ほんの,mere; only; just,,
word_ja_下げる,下げる,to hang; to suspend; to wear (e.g. decoration),,
word_ja_偉い,偉い,great; excellent; admirable,,
word_ja_捕まえる,捕まえる,to catch; to capture; to arrest,,
word_ja_漂う,漂う,to drift; to float; to waft (e.g. a scent),,
word_ja_鏡,鏡,mirror; looking-glass; barrel head,,
word_ja_笑い,笑い,laugh; laughter; smile,,
word_ja_香り,香り,aroma; fragrance; scent,,
word_ja_この前,この前,some time ago; recently; lately,,
word_ja_優秀,優秀,superior; excellent; brilliant,,
word_ja_込める,込める,"to load (a gun, etc.); to charge; to put into (e.g. emotion, effort)",,
word_ja_発する,発する,to let out; to utter; to produce,,
word_ja_機,機,chance; opportunity; machine,,
word_ja_会,会,meeting; assembly; party,,
word_ja_あいつら,あいつら,they,,
word_ja_たっぷり,たっぷり,full; in plenty; ample,,
word_ja_わざと,わざと,on purpose; deliberately; intentionally,,
word_ja_崩れる,崩れる,to collapse; to crumble; to get out of shape,,
word_ja_いいこと,いいこと,good thing; nice thing; good excuse,,
word_ja_証明,証明,proof; testimony; demonstration,,
word_ja_支配,支配,domination; rule; control,,
word_ja_潰す,潰す,to smash; to crush; to flatten,,
word_ja_様々,様々,various; varied; diverse,,
word_ja_感心,感心,admiration; being impressed; admirable,,
word_ja_姿勢,姿勢,posture; pose; position,,
word_ja_先日,先日,the other day; a few days ago,,
word_ja_今すぐ,今すぐ,at once; immediately; right now,,
word_ja_土地,土地,plot of land; lot; soil,,
word_ja_神様,神様,God; god; ace,,
word_ja_あらゆる,あらゆる,all; every,,
word_ja_いろんな,いろんな,various,,
word_ja_地下,地下,basement; cellar; underground place,,
word_ja_承知,承知,knowledge; awareness; consent,,
word_ja_挟む,挟む,"to hold between (e.g. one's fingers, chopsticks); to grip (from both sides); to put between",,
word_ja_年齢,年齢,age; years,,
word_ja_西,西,west,,
word_ja_事故,事故,accident; incident; trouble,,
word_ja_訓練,訓練,training; drill; practice,,
word_ja_学生,学生,student (esp. a university student),,
word_ja_用事,用事,tasks; things to do; errand,,
word_ja_一年,一年,one year; some time ago,,
word_ja_組織,組織,organization; organisation; formation,,
word_ja_地上,地上,above ground; surface; overground,,
word_ja_責める,責める,to condemn; to blame; to criticize,,
word_ja_わけがない,わけがない,there is no way that ...; easy; simple,,
word_ja_なす,なす,to build up; to establish; to form,,
word_ja_すっごい,すっごい,terrible; dreadful; amazing (e.g. of strength),,
word_ja_防ぐ,防ぐ,to defend against; to protect against; to prevent,,
word_ja_祈る,祈る,to pray; to wish,,
word_ja_整える,整える,to put in order; to arrange; to tidy up,,
word_ja_帰り,帰り,return; coming back,,
word_ja_温かい,温かい,warm; mild; (pleasantly) hot,,
word_ja_把握,把握,grasp; catch; understanding,,
word_ja_覗く,覗く,"to peek (through a keyhole, gap, etc.); to look down into (a ravine, etc.); to peek into (a shop, bookstore, etc.)",,
word_ja_九,九,nine,,
word_ja_込む,込む,to be crowded; to be packed; to be complex,,
word_ja_笑い声,笑い声,(sound of) laughter; laughing voice,,
word_ja_音がする,音がする,to make a sound; to give off a sound; to hear a sound,,
word_ja_効く,効く,to be effective; to take effect; to be good (for),,
word_ja_冬,冬,winter,,
word_ja_ように言う,ように言う,to tell (somebody) to (do something),,
word_ja_漏れる,漏れる,to leak out; to escape; to come through,,
word_ja_勇気,勇気,courage; bravery; valour,,
word_ja_預ける,預ける,to leave (in someone's keeping); to put (in someone's care); to place (in someone's custody),,
word_ja_仕方がない,仕方がない,there's no (other) way; cannot be helped; unavoidable,,
word_ja_表現,表現,expression; presentation; representation,,
word_ja_テレビ,テレビ,television; TV; TV program,,
word_ja_揃う,揃う,to be complete; to be all present; to make a full set,,
word_ja_記録,記録,record; minutes; document,,
word_ja_育つ,育つ,to be raised (e.g. child); to be brought up; to grow (up),,
word_ja_まくる,まくる,to turn up; to roll up (e.g. sleeves); to do over and over again,,
word_ja_好きになる,好きになる,to come to like; to become fond of; to fall in love,,
word_ja_とる,とる,to have (e.g. lunch); to take (e.g. vitamins),,
word_ja_宣言,宣言,declaration; proclamation; announcement,,
word_ja_体力,体力,stamina; endurance; physical strength,,
word_ja_絶望,絶望,despair; hopelessness,,
word_ja_まっすぐ,まっすぐ,straight (ahead); direct; upright,,
word_ja_ご飯,ご飯,cooked rice; meal,,
word_ja_秒,秒,second (unit of time); arc second,,
word_ja_空く,空く,"to open (e.g. doors); to open (e.g. business, etc.); to be empty",,
word_ja_吹く,吹く,to blow (of the wind); to blow (one's breath); to breathe out,,
word_ja_強引,強引,overbearing; coercive; pushy,,
word_ja_百,百,100; hundred,,
word_ja_平和,平和,peace; harmony,,
word_ja_甘える,甘える,to behave like a spoiled child; to fawn on; to take advantage of,,
word_ja_数日,数日,few days,,
word_ja_骨,骨,bone; frame; outline,,
word_ja_情けない,情けない,miserable; pitiable; shameful,,
word_ja_決意,決意,decision; determination; resolution,,
word_ja_言い訳,言い訳,excuse; explanation,,
word_ja_観察,観察,observation; survey; watching,,
word_ja_きつい,きつい,tough; hard; severe,,
word_ja_袋,袋,bag; sack; pouch,,
word_ja_違和感,違和感,uncomfortable feeling; feeling out of place; sense of discomfort,,
word_ja_おっしゃる,おっしゃる,to say; to speak; to tell,,
word_ja_その通り,その通り,just like that; quite so; I agree,,
word_ja_氷,氷,ice; shaved ice (usually served with flavored simple syrup),,
word_ja_北,北,north; the North; northern territories,,
word_ja_出て行く,出て行く,to go out and away; to leave,,
word_ja_寄せる,寄せる,to come near; to let someone approach; to bring near,,
word_ja_しょうがない,しょうがない,there's no (other) way; cannot be helped; unavoidable,,
word_ja_端,端,end (e.g. of street); tip; point,,
word_ja_メンバー,メンバー,member; participant; attendee,,
word_ja_助け,助け,assistance; help; aid,,
word_ja_布,布,cloth; bujian (spade-shaped bronze coin of ancient China),,
word_ja_どうしようもない,どうしようもない,it cannot be helped; there's nothing for it; it's no use fighting back,,
word_ja_丁寧,丁寧,polite; courteous; civil,,
word_ja_土,土,earth; soil; dirt,,
word_ja_たまたま,たまたま,occasionally; once in a while; seldom,,
word_ja_だいぶ,だいぶ,considerably; greatly; a lot,,
word_ja_下手,下手,unskillful; poor; awkward,,
word_ja_永遠,永遠,eternity; perpetuity; permanence,,
word_ja_評価,評価,valuation; appraisal; evaluation,,
word_ja_景色,景色,scenery; scene; landscape,,
word_ja_いくらでも,いくらでも,as many as one likes; as much as one likes; great many,,
word_ja_びっくり,びっくり,to be surprised; to be amazed; to be frightened,,
word_ja_固まる,固まる,to harden; to solidify; to become firm,,
word_ja_美人,美人,beautiful woman,,
word_ja_だらけ,だらけ,"full of (e.g. mistakes); riddled with; covered all over with (blood, mud, etc.)",,
word_ja_地獄,地獄,hell,,
word_ja_今に,今に,before long; even now,,
word_ja_この先,この先,beyond this point; from now on; after this,,
word_ja_外れる,外れる,to be disconnected; to get out of place; to be off,,
word_ja_翌日,翌日,next day,,
word_ja_小,小,smallness; small item; short month (i.e. having fewer than 31 days),,
word_ja_埋める,埋める,to bury (e.g. in the ground); to fill up (e.g. audience fills a hall); to cause to be packed,,
word_ja_動物,動物,animal,,
word_ja_隙間,隙間,crevice; crack; gap,,
word_ja_いかが,いかが,how; in what way; how about,,
word_ja_油断,油断,negligence; carelessness; inattention,,
word_ja_貫く,貫く,to go through; to pierce; to penetrate,,
word_ja_線,線,line; stripe; stria,,
word_ja_続き,続き,"continuation; rest (of the story, work, etc.); next instalment",,
word_ja_氏,氏,Mr; Mrs; Ms,,
word_ja_刺す,刺す,to pierce; to stab; to prick,,
word_ja_見かける,見かける,to (happen to) see; to notice; to catch sight of,,
word_ja_控える,控える,to be temperate in; to refrain; to abstain,,
word_ja_靴,靴,shoe; shoes; boots,,
word_ja_特殊,特殊,special; particular; peculiar,,
word_ja_主人,主人,head (of a household); proprietor (of a store); proprietress,,
word_ja_目標,目標,goal; target; aim,,
word_ja_やり方,やり方,way (of doing); manner; method,,
word_ja_傷つく,傷つく,to be wounded; to get injured; to get hurt feelings,,
word_ja_教師,教師,teacher (classroom),,
word_ja_青,青,blue; azure; green,,
word_ja_泳ぐ,泳ぐ,to swim,,
word_ja_騒ぎ,騒ぎ,uproar; disturbance,,
word_ja_届ける,届ける,to deliver; to forward; to send,,
word_ja_おかげ,おかげ,grace (of God); benevolence (of Buddha); blessing,,
word_ja_派手,派手,showy; loud; gay,,
word_ja_崩す,崩す,to destroy; to demolish; to pull down,,
word_ja_仕掛ける,仕掛ける,to start; to begin; to commence,,
word_ja_本日,本日,today; this day,,
word_ja_実力,実力,(real) ability; true strength; merit,,
word_ja_踊る,踊る,to dance (orig. a hopping dance),,
word_ja_次第,次第,depending on; as soon as; immediately after,,
word_ja_雲,雲,cloud,,
word_ja_たびに,たびに,each time; every time; whenever (something happens),,
word_ja_捕まる,捕まる,to be caught; to be arrested; to hold on to,,
word_ja_破る,破る,to tear; to rip; to break,,
word_ja_巻く,巻く,to wind; to coil; to roll,,
word_ja_もう一つ,もう一つ,another; one more; not quite,,
word_ja_役目,役目,duty; role; function,,
word_ja_自慢,自慢,pride; boast,,
word_ja_今でも,今でも,even now; still; as yet,,
word_ja_駅,駅,railway station; train station; staging post on a highway (in pre-modern Japan),,
word_ja_要求,要求,demand; firm request; requisition,,
word_ja_高校,高校,senior high school; high school,,
word_ja_手を出す,手を出す,to turn one's hand to; to reach out one's hand; to get involved in,,
word_ja_ぶつける,ぶつける,to hit (e.g. one's head); to strike; to crash into,,
word_ja_範囲,範囲,extent; scope; sphere,,
word_ja_戦,戦,war; battle; match,,
word_ja_その上,その上,in addition; furthermore; above (which),,
word_ja_顔色,顔色,complexion; one's colour; one's color,,
word_ja_音楽,音楽,music,,
word_ja_映画,映画,movie; film,,
word_ja_仮に,仮に,supposing; even if; granting that,,
word_ja_鉄,鉄,iron (Fe); strong and hard (as iron); railway,,
word_ja_今朝,今朝,this morning,,
word_ja_プレゼント,プレゼント,present; gift; to give a present or gift,,
word_ja_ついてくる,ついてくる,to follow; to come along with one; to accompany,,
word_ja_追いつく,追いつく,to catch up (with); to draw level; to pull even,,
word_ja_環境,環境,environment; circumstance,,
word_ja_主張,主張,claim; insistence; assertion,,
word_ja_染まる,染まる,to be dyed; to be tainted; to be infected,,
word_ja_注ぐ,注ぐ,to pour (into); to sprinkle on (from above); to water (e.g. plants),,
word_ja_奇妙,奇妙,strange; odd; peculiar,,
word_ja_正解,正解,"correct; right; correct interpretation (answer, solution)",,
word_ja_満たす,満たす,"to satisfy (conditions, one's appetite, etc.); to meet (e.g. demands); to fulfill",,
word_ja_暴れる,暴れる,to act violently; to rage; to struggle,,
word_ja_宿,宿,lodging; inn; hotel,,
word_ja_慎重,慎重,careful; cautious; prudent,,
word_ja_閉める,閉める,to close; to shut,,
word_ja_表,表,"surface; face (i.e. the visible side of an object); front (of a building, etc.)",,
word_ja_大勢,大勢,crowd of people; great number of people; in great numbers,,
word_ja_促す,促す,to urge; to encourage; to press,,
word_ja_心から,心から,from the bottom of one's heart; heartily; sincerely,,
word_ja_暑い,暑い,hot; warm; sultry,,
word_ja_持ち上げる,持ち上げる,to elevate; to raise; to lift up,,
word_ja_蹴る,蹴る,to kick; to refuse; to reject,,
word_ja_折れる,折れる,to break; to be broken; to snap,,
word_ja_終了,終了,end; close; termination,,
word_ja_台,台,stand; rack; table,,
word_ja_昼,昼,noon; midday; daytime,,
word_ja_いかにも,いかにも,indeed; really; truly,,
word_ja_安い,安い,cheap; inexpensive; calm,,
word_ja_出発,出発,departure,,
word_ja_機能,機能,function; facility; faculty,,
word_ja_言い出す,言い出す,to begin to say; to start talking; to broach (a matter),,
word_ja_南,南,south,,
word_ja_管理,管理,control; management (e.g. of a business),,
word_ja_性,性,nature (of a person); sex; gender,,
word_ja_純粋,純粋,pure; true; genuine,,
word_ja_こっそり,こっそり,stealthily; secretly; in secret,,
word_ja_草,草,grass; weed; herb,,
word_ja_卒業,卒業,graduation; completion (of a course); moving on (from),,
word_ja_契約,契約,contract; compact; agreement,,
word_ja_基本的,基本的,fundamental; basic,,
word_ja_からかう,からかう,to ridicule; to tease; to mock,,
word_ja_作品,作品,"work (e.g. book, film, composition, etc.); opus; performance",,
word_ja_ショック,ショック,"shock (psychological); crisis (esp. financial); shock (physical, mechanical)",,
word_ja_なんでもない,なんでもない,easy; trifling; harmless,,
word_ja_目覚める,目覚める,"to wake up; to awake; to awaken to (instinct, ability, perception, etc.)",,
word_ja_夕方,夕方,evening; dusk,,
word_ja_爪,爪,"nail (e.g. fingernail, toenail); claw; talon",,
word_ja_確保,確保,securing; obtaining; ensuring,,
word_ja_生き物,生き物,living thing; living creature; animal,,
word_ja_現状,現状,present condition; existing state; status quo,,
word_ja_照らす,照らす,to shine on; to illuminate; to compare (with),,
word_ja_糸,糸,thread; yarn; string,,
word_ja_時々,時々,sometimes; occasionally; at times,,
word_ja_幸い,幸い,happiness; blessedness; luck,,
word_ja_やあ,やあ,Yo! (greeting); Wow! (expression of surprise),,
word_ja_足元,足元,"at one's feet; underfoot; one's step (as in ""watch your step"")",,
word_ja_枚,枚,counter for flat objects (e.g. sheets of paper); counter for positions or roles; counter for food portions (now only gyōza and soba),,
word_ja_連れて行く,連れて行く,to take someone (to some place); to take someone along; to lead someone away,,
word_ja_緑,緑,green; greenery (esp. fresh verdure),,
word_ja_次々,次々,in succession; one by one,,
word_ja_社会,社会,society; public; community,,
word_ja_感動,感動,being deeply moved emotionally; excitement; passion,,
word_ja_字,字,character (esp. kanji); letter; written text,,
word_ja_堂々,堂々,magnificent; grand; impressive,,
word_ja_突く,突く,to prick; to stab; to poke,,
word_ja_トイレ,トイレ,toilet; restroom; bathroom,,
word_ja_収まる,収まる,"to fit into (a box, frame, category, etc.); to be contained within; to fall within (e.g. a budget)",,
word_ja_濃い,濃い,"deep (colour); dark; strong (flavour, smell, etc.)",,
word_ja_あえて,あえて,"purposely (of something needless, unexpected or seemingly counterproductive, etc.); daringly (doing something); deliberately",,
word_ja_命じる,命じる,to order; to command; to appoint,,
word_ja_しゃべる,しゃべる,to talk; to chat; to chatter,,
word_ja_買い物,買い物,shopping; purchased goods,,
word_ja_あちこち,あちこち,here and there; all around; everywhere,,
word_ja_こんにちは,こんにちは,hello; good day; good afternoon,,
word_ja_不幸,不幸,unhappiness; sorrow; misfortune,,
word_ja_虫,虫,insect; bug; cricket,,
word_ja_ひたすら,ひたすら,intently; single-mindedly; devotedly,,
word_ja_橋,橋,bridge,,
word_ja_述べる,述べる,to state; to express; to mention,,
word_ja_具合,具合,condition; state; health,,
word_ja_おかしな,おかしな,ridiculous; odd,,
word_ja_刻む,刻む,to mince; to cut fine; to chop up,,
word_ja_かく,かく,to scratch; to perspire; to shovel,,
word_ja_舞台,舞台,"stage (theatre, theater); scene or setting (e.g. of novel, play, etc.)",,
word_ja_教育,教育,education; schooling; training,,
word_ja_生,生,raw; uncooked; fresh,,
word_ja_機械,機械,machine; mechanism; instrument,,
word_ja_細かい,細かい,small; fine; minute,,
word_ja_徐々に,徐々に,gradually; steadily; slowly,,
word_ja_田,田,rice field,,
word_ja_最低,最低,least; lowest; minimum,,
word_ja_発表,発表,announcement; publication; presenting,,
word_ja_施設,施設,institution; establishment; facility,,
word_ja_恋愛,恋愛,love; love-making; passion,,
word_ja_三つ,三つ,three; three years of age,,
word_ja_品,品,elegance; grace; refinement,,
word_ja_法,法,law; act; principle,,
word_ja_集団,集団,group; mass,,
word_ja_脳,脳,brain; brains; mind,,
word_ja_太い,太い,fat; thick; deep (of a voice),,
word_ja_夫婦,夫婦,married couple; husband and wife; man and wife,,
word_ja_浮く,浮く,to float; to become merry; to be cheerful,,
word_ja_顔を出す,顔を出す,to turn up; to make an appearance; to put in an appearance,,
word_ja_千,千,"1,000; thousand",,
word_ja_渡る,渡る,to cross over; to go across; to extend,,
word_ja_指摘,指摘,pointing out; identification,,
word_ja_隅,隅,corner; nook; recess,,
word_ja_圧倒的,圧倒的,overwhelming,,
word_ja_招く,招く,to invite; to ask; to beckon,,
word_ja_うまくいく,うまくいく,to go smoothly; to turn out well; to do the trick,,
word_ja_具体的,具体的,concrete; definite; specific,,
word_ja_監視,監視,monitoring; watching; observation,,
word_ja_喜び,喜び,joy; delight; rapture,,
word_ja_ルール,ルール,rule,,
word_ja_生きていく,生きていく,to subsist; to keep on living,,
word_ja_声を出す,声を出す,to speak; to say; to vocalize,,
word_ja_譲る,譲る,to hand over; to transfer; to turn over,,
word_ja_派,派,clique; group; coterie,,
word_ja_男女,男女,men and women; man and woman; both sexes,,
word_ja_仲,仲,relation; relationship,,
word_ja_最中,最中,(in) the middle of; (in) the midst of; (in) the course of,,
word_ja_交渉,交渉,negotiations; discussions; connection,,
word_ja_内部,内部,interior; inside; internal,,
word_ja_波,波,wave; ups and downs,,
word_ja_実家,実家,(one's parents') home,,
word_ja_説得,説得,persuasion,,
word_ja_会場,会場,assembly hall; meeting place; venue,,
word_ja_ある程度,ある程度,to some extent; to a certain extent,,
word_ja_結論,結論,conclusion,,
word_ja_被害,被害,(suffering) damage; injury; harm,,
word_ja_逃がす,逃がす,to set free; to let go; to release,,
word_ja_素早い,素早い,quick; swift; nimble,,
word_ja_間もない,間もない,after (practically) no time; immediately after; just,,
word_ja_とっくに,とっくに,long ago; already; a long time ago,,
word_ja_書類,書類,document; official papers,,
word_ja_必要ない,必要ない,unnecessary; not needed; not necessary,,
word_ja_共に,共に,together; jointly; at the same time,,
word_ja_半ば,半ば,middle; halfway; midway,,
word_ja_何もかも,何もかも,anything and everything; just about everything,,
word_ja_浴びる,浴びる,to dash over oneself (e.g. water); to take (e.g. shower); to bask in (e.g. the sun),,
word_ja_望み,望み,wish; desire; hope,,
word_ja_生える,生える,to grow; to spring up; to sprout,,
word_ja_導く,導く,to guide; to lead; to show the way,,
word_ja_個人,個人,individual; private person; personal,,
word_ja_代表,代表,representative; representation; delegation,,
word_ja_放っておく,放っておく,to leave alone; to leave as is; to ignore,,
word_ja_治療,治療,(medical) treatment; care; therapy,,
word_ja_直前,直前,just before,,
word_ja_悟る,悟る,to perceive; to sense; to discern,,
word_ja_操作,操作,operation; management; handling,,
word_ja_ほっと,ほっと,with a feeling of relief; with a sigh of relief; deeply (sigh),,
word_ja_岩,岩,rock; boulder; crag,,
word_ja_やる気,やる気,willingness (e.g. to do something); eagerness; motivation,,
word_ja_単に,単に,simply; merely; only,,
word_ja_感想,感想,impressions; thoughts; feelings,,
word_ja_割れる,割れる,to break; to be smashed; to split,,
word_ja_ものすごい,ものすごい,terrific; staggering; tremendous,,
word_ja_狂う,狂う,to go mad; to lose one's mind; to go crazy,,
word_ja_下ろす,下ろす,"to take down; to bring down; to lower (a hand, flag, shutter, etc.)",,
word_ja_礼,礼,thanks; gratitude; manners,,
word_ja_積む,積む,"to pile up; to stack; to load (car, ship, etc.)",,
word_ja_生み出す,生み出す,to create; to bring forth; to produce,,
word_ja_容赦,容赦,pardon; forgiveness; tolerance,,
word_ja_お客さん,お客さん,guest; visitor; customer,,
word_ja_あっという間に,あっという間に,just like that; in the twinkling of an eye; in the blink of an eye,,
word_ja_整う,整う,to be ready; to be prepared; to be arranged,,
word_ja_稼ぐ,稼ぐ,"to earn (income); to make (money); to score (points, victory)",,
word_ja_親しい,親しい,close (e.g. friend); familiar; friendly,,
word_ja_映像,映像,image (on a screen); picture (e.g. on a TV); video,,
word_ja_会議,会議,meeting; conference; session,,
word_ja_持っていく,持っていく,to take; to carry (something) away; to bear,,
word_ja_去年,去年,last year,,
word_ja_夢中,夢中,absorbed in; immersed in; crazy about,,
word_ja_反省,反省,reflection; reconsideration; introspection,,
word_ja_よほど,よほど,very; greatly; much,,
word_ja_捉える,捉える,to catch; to capture; to seize,,
word_ja_接する,接する,to touch; to come in contact with; to border on,,
word_ja_資料,資料,materials; data; document,,
word_ja_正面,正面,front; frontage; facade,,
word_ja_この間,この間,the other day; lately; recently,,
word_ja_厄介,厄介,trouble; burden; nuisance,,
word_ja_預かる,預かる,to look after; to take care of; to keep,,
word_ja_増やす,増やす,to increase; to add to; to augment,,
word_ja_時計,時計,clock; watch; timepiece,,
word_ja_鳴らす,鳴らす,to ring; to sound; to chime,,
word_ja_煙,煙,smoke; fumes,,
word_ja_交わす,交わす,"to exchange (messages, greetings, arguments, etc.); to intersect; to cross",,
word_ja_達する,達する,to reach; to get to; to arrive at,,
word_ja_どうにも,どうにも,(not) in any way; in no way; at all,,
word_ja_歯,歯,tooth,,
word_ja_休み,休み,rest; recess; respite,,
word_ja_移す,移す,to change; to swap; to substitute,,
word_ja_誓う,誓う,to swear; to vow; to take an oath,,
word_ja_おいで,おいで,coming; going; being (somewhere),,
word_ja_つながる,つながる,to be tied together; to be connected to; to be linked to,,
word_ja_久しぶりに,久しぶりに,after a long time; for the first time in a while,,
word_ja_休憩,休憩,rest; break; recess,,
word_ja_重なる,重なる,to be piled up; to lie on top of one another; to come one after another,,
word_ja_異なる,異なる,to differ; to vary; to disagree,,
word_ja_段階,段階,grade; level; stage,,
word_ja_逃れる,逃れる,to escape,,
word_ja_もういい,もういい,skip it; drop it; I've had enough (e.g. when offered something),,
word_ja_もと,もと,"under (guidance, supervision, rules, the law, etc.); under (a flag, the sun, etc.); beneath",,
word_ja_登場,登場,entry (on stage); appearance (on screen); entrance,,
word_ja_伏せる,伏せる,to turn over (face down); to lay face down; to lay upside down,,
word_ja_周辺,周辺,circumference; outskirts; environs,,
word_ja_目を覚ます,目を覚ます,to wake up; to sober up; to come to one's senses,,
word_ja_人数,人数,the number of people; many people; a large number of people,,
word_ja_移る,移る,to move (house); to transfer (department); to change the target of interest or concern,,
word_ja_落ち込む,落ち込む,to feel down; to feel sad; to be depressed,,
word_ja_気にしない,気にしない,not caring; not giving a damn,,
